first_name,last_name,full_name,year_id,set_id,card_number,team,onbase,strikeout,groundball,flyball,base_on_balls,single,single_plus,double,triple,homerun,points,speed,hand,starting_position,fielding_one,starting_position_two,fielding_two,starting_position_three,fielding_three,starting_position_four,fielding_four,total_outs,extra_base_hits,number_of_positions
Pokey,Reese,Pokey Reese,2001,BS,118,Reds,7,0,1,3,3,6,3,1,1,2,210,20,R,2B,4,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Chris,Stynes,Chris Stynes,2001,BS,119,Reds,9,1,3,1,2,9,0,2,0,2,320,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Eddie,Taubensee,Eddie Taubensee,2001,BS,121,Reds,7,1,3,0,2,11,0,1,0,2,100,10,L,C,3,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Michael,Tucker,Michael Tucker,2001,BS,122,Reds,9,3,0,2,7,3,1,1,1,2,330,20,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Dmitri,Young,Dmitri Young,2001,BS,124,Reds,8,0,5,0,1,8,0,3,1,2,230,10,S,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Roberto,Alomar,Roberto Alomar,2001,BS,125,Indians,9,0,3,1,4,6,2,2,0,2,410,20,S,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Sandy,Alomar Jr.,Sandy Alomar Jr.,2001,BS,126,Indians,7,0,3,0,0,13,0,2,1,1,120,15,R,C,3,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Wil,Cordero,Wil Cordero,2001,BS,130,Indians,7,1,1,1,2,7,0,4,1,3,190,10,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,8,1
Travis,Fryman,Travis Fryman,2001,BS,132,Indians,9,1,1,1,5,8,0,2,0,2,300,10,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Kenny,Lofton,Kenny Lofton,2001,BS,134,Indians,9,0,3,2,5,5,2,1,1,1,290,20,L,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Manny,Ramirez,Manny Ramirez,2001,BS,135,Indians,10,2,0,0,6,5,0,3,0,4,560,10,R,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,2,7,1
David,Segui,David Segui,2001,BS,136,Indians,9,0,3,0,3,9,0,3,0,2,320,10,S,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Jim,Thome,Jim Thome,2001,BS,137,Indians,9,3,0,0,9,3,0,2,0,3,310,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Omar,Vizquel,Omar Vizquel,2001,BS,138,Indians,9,0,2,2,6,8,1,1,0,0,250,20,S,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,4,2,1
Jeff,Cirillo,Jeff Cirillo,2001,BS,142,Rockies,9,0,2,1,4,8,0,4,0,1,300,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Jeff,Frye,Jeff Frye,2001,BS,143,Rockies,9,1,2,0,4,12,0,1,0,0,190,15,R,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,3,1,1
Jeffrey,Hammonds,Jeffrey Hammonds,2001,BS,144,Rockies,9,1,0,2,3,9,1,2,0,2,380,20,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Todd,Helton,Todd Helton,2001,BS,145,Rockies,10,0,1,1,5,6,0,4,0,3,560,15,L,1B,1,NULL,NULL,NULL,NULL,NULL,NULL,2,7,1
Todd,Hollandsworth,Todd Hollandsworth,2001,BS,146,Rockies,7,2,1,0,4,6,2,2,0,3,200,20,L,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Butch,Huskey,Butch Huskey,2001,BS,147,Rockies,8,2,1,1,6,7,0,1,0,2,110,10,R,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Brent,Mayne,Brent Mayne,2001,BS,149,Rockies,8,0,2,2,4,10,0,1,0,1,130,10,L,C,4,NULL,NULL,NULL,NULL,NULL,NULL,4,2,1
Neifi,Perez,Neifi Perez,2001,BS,150,Rockies,7,0,3,2,0,10,0,3,0,2,200,15,S,SS,5,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Terry,Shumpert,Terry Shumpert,2001,BS,151,Rockies,7,1,0,2,6,5,1,1,2,2,200,20,R,2B,2,3B,2,LFRF,1,NULL,NULL,3,6,3
Larry,Walker,Larry Walker,2001,BS,152,Rockies,9,0,3,0,6,6,0,2,1,2,340,15,L,LFRF,2,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Brad,Ausmus,Brad Ausmus,2001,BS,156,Tigers,8,0,2,1,6,7,1,2,0,1,210,15,R,C,9,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Rich,Becker,Rich Becker,2001,BS,157,Tigers,9,2,1,0,10,5,0,0,0,2,280,15,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,3,2,2
Tony,Clark,Tony Clark,2001,BS,158,Tigers,8,3,2,0,4,5,0,2,0,4,280,10,S,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Deivi,Cruz,Deivi Cruz,2001,BS,159,Tigers,7,0,3,1,0,10,0,4,1,1,130,10,R,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Damion,Easley,Damion Easley,2001,BS,160,Tigers,8,1,2,1,6,5,1,2,0,2,280,20,R,2B,4,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Juan,Encarnacion,Juan Encarnacion,2001,BS,161,Tigers,7,1,2,0,1,10,1,2,1,2,180,20,R,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Juan,Gonzalez,Juan Gonzalez,2001,BS,162,Tigers,7,1,1,1,2,8,0,3,0,4,190,10,R,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Shane,Halter,Shane Halter,2001,BS,163,Tigers,7,3,1,2,1,9,1,1,1,1,90,15,R,3B,2,1B,0,NULL,NULL,NULL,NULL,6,4,2
Bobby,Higginson,Bobby Higginson,2001,BS,164,Tigers,9,1,0,3,4,5,1,3,0,3,450,20,L,LFRF,2,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Dean,Palmer,Dean Palmer,2001,BS,168,Tigers,8,4,0,1,5,5,0,1,0,4,260,15,R,3B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Luis,Castillo,Luis Castillo,2001,BS,171,Marlins,10,1,3,0,5,8,3,0,0,0,340,20,S,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Cliff,Floyd,Cliff Floyd,2001,BS,173,Marlins,9,2,1,1,4,4,2,3,0,3,440,20,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,8,1
Alex,Gonzalez,Alex Gonzalez,2001,BS,174,Marlins,4,3,1,2,0,3,4,3,2,2,10,20,R,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,6,11,1
Mark,Kotsay,Mark Kotsay,2001,BS,175,Marlins,8,0,3,1,2,9,1,2,1,1,230,20,L,LFRF,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Derrek,Lee,Derrek Lee,2001,BS,176,Marlins,8,3,0,0,5,7,0,1,0,4,260,10,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Mike,Lowell,Mike Lowell,2001,BS,178,Marlins,8,0,0,4,5,5,0,3,0,3,280,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Mike,Redmond,Mike Redmond,2001,BS,180,Marlins,7,0,4,1,3,11,0,0,1,0,30,10,R,C,6,NULL,NULL,NULL,NULL,NULL,NULL,5,1,1
Henry,Rodriguez,Henry Rodriguez,2001,BS,181,Marlins,7,2,0,2,4,5,0,3,0,4,190,10,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Mark,Smith,Mark Smith,2001,BS,183,Marlins,7,5,1,0,4,7,0,2,0,1,60,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,6,3,1
Preston,Wilson,Preston Wilson,2001,BS,184,Marlins,7,3,0,0,4,3,3,3,0,4,270,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,3,10,2
Moises,Alou,Moises Alou,2001,BS,185,Astros,10,0,1,3,3,8,0,2,0,3,510,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Jeff,Bagwell,Jeff Bagwell,2001,BS,186,Astros,10,2,0,1,7,4,0,2,0,4,560,15,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Lance,Berkman,Lance Berkman,2001,BS,187,Astros,9,2,1,0,7,4,1,2,0,3,400,15,S,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Craig,Biggio,Craig Biggio,2001,BS,188,Astros,9,1,2,0,8,6,1,0,1,1,260,15,R,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,3,3,1
Tim,Bogar,Tim Bogar,2001,BS,189,Astros,5,0,1,1,7,8,0,0,1,2,20,15,R,SS,4,NULL,NULL,NULL,NULL,NULL,NULL,2,3,1
Richard,Hidalgo,Richard Hidalgo,2001,BS,193,Astros,9,2,0,1,5,4,1,3,0,4,500,15,R,CF,3,LFRF,2,NULL,NULL,NULL,NULL,3,8,2
Julio,Lugo,Julio Lugo,2001,BS,196,Astros,8,2,1,1,4,6,2,2,1,1,240,20,R,2B,2,SS,2,NULL,NULL,NULL,NULL,4,6,2
Mitch,Meluskey,Mitch Meluskey,2001,BS,197,Astros,9,3,0,1,6,7,0,1,0,2,290,10,S,C,3,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Bill,Spiers,Bill Spiers,2001,BS,198,Astros,9,0,4,1,5,8,1,1,0,0,210,15,L,2B,3,SS,3,3B,2,NULL,NULL,5,2,3
Daryle,Ward,Daryle Ward,2001,BS,199,Astros,6,3,0,2,0,5,0,2,1,7,200,10,L,LFRF,1,1B,0,NULL,NULL,NULL,NULL,5,10,2
Carlos,Beltran,Carlos Beltran,2001,BS,200,Royals,7,1,3,1,3,6,2,1,1,2,190,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,5,6,2
Johnny,Damon,Johnny Damon,2001,BS,202,Royals,9,0,2,2,3,7,2,2,1,1,350,20,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,6,2
Jermaine,Dye,Jermaine Dye,2001,BS,203,Royals,9,1,1,1,4,7,0,3,0,3,370,10,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Carlos,Febles,Carlos Febles,2001,BS,204,Royals,7,0,3,0,7,7,2,1,0,0,90,20,R,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,3,3,1
Dave,McCarty,Dave McCarty,2001,BS,205,Royals,7,2,1,0,2,8,0,2,1,4,210,10,R,1B,1,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Mark,Quinn,Mark Quinn,2001,BS,206,Royals,8,2,2,1,2,7,0,3,0,3,260,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Joe,Randa,Joe Randa,2001,BS,207,Royals,8,0,2,2,1,11,0,2,0,2,230,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Rey,Sanchez,Rey Sanchez,2001,BS,209,Royals,7,0,4,0,1,13,1,1,0,0,130,15,R,SS,5,NULL,NULL,NULL,NULL,NULL,NULL,4,2,1
Mike,Sweeney,Mike Sweeney,2001,BS,213,Royals,10,0,2,2,5,8,0,1,0,2,380,15,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Gregg,Zaun,Gregg Zaun,2001,BS,214,Royals,9,0,2,2,7,6,1,1,0,1,250,15,S,C,3,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Adrian,Beltre,Adrian Beltre,2001,BS,216,Dodgers,8,0,1,2,4,7,1,2,0,3,280,15,R,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Alex,Cora,Alex Cora,2001,BS,218,Dodgers,6,0,2,1,3,8,1,2,2,1,50,15,L,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Tom,Goodwin,Tom Goodwin,2001,BS,220,Dodgers,8,2,2,0,5,5,4,0,1,1,210,20,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,6,2
Shawn,Green,Shawn Green,2001,BS,221,Dodgers,8,1,2,0,6,4,1,3,1,2,280,20,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Mark,Grudzielanek,Mark Grudzielanek,2001,BS,222,Dodgers,8,0,4,1,3,8,1,2,1,0,150,15,R,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Dave,Hansen,Dave Hansen,2001,BS,223,Dodgers,9,2,1,0,8,3,0,2,1,3,310,10,L,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Todd,Hundley,Todd Hundley,2001,BS,224,Dodgers,7,2,1,2,0,9,1,2,1,2,150,15,S,C,1,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Eric,Karros,Eric Karros,2001,BS,225,Dodgers,7,1,0,2,5,6,0,2,0,4,190,15,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Chad,Kreuter,Chad Kreuter,2001,BS,226,Dodgers,9,2,1,0,10,5,0,1,0,1,240,10,S,C,7,NULL,NULL,NULL,NULL,NULL,NULL,3,2,1
Gary,Sheffield,Gary Sheffield,2001,BS,229,Dodgers,10,0,1,2,7,5,0,1,0,4,550,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Ron,Belliard,Ron Belliard,2001,BS,231,Brewers,8,0,3,1,6,6,0,2,1,1,190,15,R,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Henry,Blanco,Henry Blanco,2001,BS,232,Brewers,7,3,0,3,4,5,0,3,0,2,160,10,R,C,11,NULL,NULL,NULL,NULL,NULL,NULL,6,5,1
Jeromy,Burnitz,Jeromy Burnitz,2001,BS,233,Brewers,8,2,1,1,8,3,0,2,0,3,240,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Marquis,Grissom,Marquis Grissom,2001,BS,236,Brewers,6,1,2,1,1,10,2,0,1,2,90,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,5,2
Charlie,Hayes,Charlie Hayes,2001,BS,237,Brewers,7,2,0,1,7,8,0,0,0,2,90,10,R,3B,2,1B,0,NULL,NULL,NULL,NULL,3,2,2
Jose,Hernandez,Jose Hernandez,2001,BS,239,Brewers,7,3,2,0,4,7,0,2,0,2,140,15,R,SS,3,3B,1,NULL,NULL,NULL,NULL,5,4,2
Geoff,Jenkins,Geoff Jenkins,2001,BS,240,Brewers,8,3,1,0,2,5,1,3,1,4,380,20,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,9,1
Mark,Loretta,Mark Loretta,2001,BS,242,Brewers,7,0,3,0,4,9,0,3,0,1,150,10,R,SS,5,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Richie,Sexson,Richie Sexson,2001,BS,243,Brewers,8,4,0,0,5,5,0,2,0,4,300,15,R,1B,1,LFRF,1,NULL,NULL,NULL,NULL,4,6,2
Jay,Canizaro,Jay Canizaro,2001,BS,245,Twins,7,1,1,1,3,8,1,3,0,2,140,15,R,2B,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Ron,Coomer,Ron Coomer,2001,BS,246,Twins,7,0,3,1,2,10,0,2,0,2,130,15,R,1B,1,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Cristian,Guzman,Cristian Guzman,2001,BS,247,Twins,7,1,5,0,2,5,2,1,3,1,160,20,S,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,6,7,1
Denny,Hocking,Denny Hocking,2001,BS,249,Twins,9,2,1,1,5,7,1,2,1,0,260,15,S,2B,2,CF,2,LFRF,1,NULL,NULL,4,4,3
Torii,Hunter,Torii Hunter,2001,BS,250,Twins,7,2,2,0,1,10,1,1,2,1,160,15,R,CF,3,LFRF,2,NULL,NULL,NULL,NULL,4,5,2
Jacque,Jones,Jacque Jones,2001,BS,251,Twins,7,2,3,0,0,8,1,2,1,3,170,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,5,7,1
Corey,Koskie,Corey Koskie,2001,BS,252,Twins,9,2,1,0,6,7,0,2,1,1,280,15,L,3B,2,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Matt,Lawton,Matt Lawton,2001,BS,253,Twins,9,0,3,0,6,6,1,3,0,1,300,20,L,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Matt,LeCroy,Matt LeCroy,2001,BS,254,Twins,6,2,0,2,5,5,0,1,1,4,110,10,R,C,5,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
David,Ortiz,David Ortiz,2001,BS,256,Twins,9,2,2,1,5,5,0,4,0,1,180,10,L,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Michael,Barrett,Michael Barrett,2001,BS,260,Expos,7,0,5,1,2,9,0,2,0,1,60,10,R,C,4,3B,1,NULL,NULL,NULL,NULL,6,3,2
Peter,Bergeron,Peter Bergeron,2001,BS,261,Expos,7,1,3,0,5,7,1,2,1,0,70,15,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,4,2
Milton,Bradley,Milton Bradley,2001,BS,262,Expos,7,1,2,0,6,7,1,2,0,1,110,15,S,CF,2,LFRF,1,NULL,NULL,NULL,NULL,3,4,2
Orlando,Cabrera,Orlando Cabrera,2001,BS,263,Expos,6,0,4,2,0,7,0,4,0,3,120,15,R,SS,4,NULL,NULL,NULL,NULL,NULL,NULL,6,7,1
Vladimir,Guerrero,Vladimir Guerrero,2001,BS,264,Expos,9,0,3,0,2,8,0,2,1,4,470,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Wilton,Guerrero,Wilton Guerrero,2001,BS,265,Expos,7,0,6,0,1,11,1,0,1,0,60,20,S,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,6,2,1
Terry,Jones,Terry Jones,2001,BS,267,Expos,6,2,4,0,0,8,3,2,1,0,20,20,S,LFRF,1,CF,0,NULL,NULL,NULL,NULL,6,6,2
Mike,Mordecai,Mike Mordecai,2001,BS,270,Expos,7,2,2,0,3,7,1,3,0,2,130,15,R,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Lee,Stevens,Lee Stevens,2001,BS,271,Expos,7,2,1,0,4,6,0,3,0,4,180,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Jose,Vidro,Jose Vidro,2001,BS,274,Expos,9,0,3,1,2,8,0,4,0,2,400,15,S,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Edgardo,Alfonzo,Edgardo Alfonzo,2001,BS,275,Mets,10,0,0,3,7,6,0,2,0,2,460,15,R,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,3,4,1
Derek,Bell,Derek Bell,2001,BS,276,Mets,8,2,2,0,6,5,1,2,0,2,200,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Mike,Bordick,Mike Bordick,2001,BS,278,Mets,8,1,1,3,3,7,1,2,0,2,220,15,R,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,5,5,1
Lenny,Harris,Lenny Harris,2001,BS,280,Mets,7,0,5,1,2,6,3,0,2,1,60,20,L,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,6,6,1
Jay,Payton,Jay Payton,2001,BS,282,Mets,8,0,3,2,2,9,0,2,0,2,220,15,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,5,4,2
Mike,Piazza,Mike Piazza,2001,BS,283,Mets,9,0,1,2,4,7,0,2,0,4,450,15,R,C,3,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Todd,Pratt,Todd Pratt,2001,BS,284,Mets,8,1,1,1,7,7,0,0,0,3,230,10,R,C,6,NULL,NULL,NULL,NULL,NULL,NULL,3,3,1
Bubba,Trammell,Bubba Trammell,2001,BS,286,Mets,7,2,0,1,6,4,1,2,1,3,170,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,7,1
Robin,Ventura,Robin Ventura,2001,BS,287,Mets,7,1,1,1,7,4,0,2,0,4,220,15,L,3B,3,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Todd,Zeile,Todd Zeile,2001,BS,290,Mets,8,0,2,2,6,5,0,3,0,2,190,15,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Scott,Brosius,Scott Brosius,2001,BS,291,Yankees,6,0,1,2,5,7,0,2,0,3,100,10,R,3B,3,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Derek,Jeter,Derek Jeter,2001,BS,295,Yankees,10,1,2,1,4,8,1,2,0,1,410,20,R,SS,1,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Dave,Justice,Dave Justice,2001,BS,296,Yankees,9,1,2,1,6,4,0,2,0,4,420,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Chuck,Knoblauch,Chuck Knoblauch,2001,BS,297,Yankees,9,0,3,2,5,7,1,2,0,0,200,20,R,2B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,3,1
Tino,Martinez,Tino Martinez,2001,BS,298,Yankees,7,0,2,2,3,7,0,3,1,2,130,15,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Paul,O'Neill,Paul O'Neill,2001,BS,301,Yankees,8,0,4,1,3,8,1,1,0,2,200,15,L,LFRF,2,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Jorge,Posada,Jorge Posada,2001,BS,303,Yankees,10,4,0,0,8,4,0,2,0,2,430,10,S,C,6,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Jose,Vizcaino,Jose Vizcaino,2001,BS,305,Yankees,7,1,4,1,2,10,1,0,1,0,80,15,S,2B,4,NULL,NULL,NULL,NULL,NULL,NULL,6,2,1
Bernie,Williams,Bernie Williams,2001,BS,306,Yankees,9,0,4,0,4,5,1,2,1,3,430,15,S,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Eric,Chavez,Eric Chavez,2001,BS,308,Athletics,8,1,1,2,4,7,0,1,1,3,260,15,L,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Ryan,Christenson,Ryan Christenson,2001,BS,309,Athletics,8,3,1,0,6,7,0,0,1,2,190,15,R,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Jason,Giambi,Jason Giambi,2001,BS,310,Athletics,11,1,0,1,9,5,0,1,0,3,570,10,L,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,2,4,1
Jeremy,Giambi,Jeremy Giambi,2001,BS,311,Athletics,8,3,0,1,6,6,0,1,1,2,200,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Ben,Grieve,Ben Grieve,2001,BS,312,Athletics,8,2,1,0,5,6,0,3,0,3,270,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Ramon,Hernandez,Ramon Hernandez,2001,BS,314,Athletics,7,0,4,1,4,7,0,2,0,2,110,10,R,C,5,NULL,NULL,NULL,NULL,NULL,NULL,5,4,1
Terrence,Long,Terrence Long,2001,BS,317,Athletics,8,0,4,1,2,8,0,2,1,2,210,15,L,CF,1,LFRF,0,NULL,NULL,NULL,NULL,5,5,2
Matt,Stairs,Matt Stairs,2001,BS,320,Athletics,7,2,0,1,9,3,0,2,0,3,130,15,L,LFRF,0,NULL,NULL,NULL,NULL,NULL,NULL,3,5,1
Miguel,Tejada,Miguel Tejada,2001,BS,321,Athletics,8,1,2,1,4,7,0,2,0,3,270,15,R,SS,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Randy,Velarde,Randy Velarde,2001,BS,322,Athletics,8,2,1,1,5,8,1,1,0,1,190,15,R,2B,4,NULL,NULL,NULL,NULL,NULL,NULL,4,3,1
Bobby,Abreu,Bobby Abreu,2001,BS,323,Phillies,10,2,1,1,6,4,1,2,1,2,510,20,L,LFRF,2,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Pat,Burrell,Pat Burrell,2001,BS,325,Phillies,8,3,0,0,7,4,0,3,0,3,240,10,R,LFRF,1,1B,0,NULL,NULL,NULL,NULL,3,6,2
Rob,Ducey,Rob Ducey,2001,BS,327,Phillies,7,3,0,2,10,2,0,1,0,2,30,15,R,DH,0,NULL,NULL,NULL,NULL,NULL,NULL,5,3,1
Doug,Glanville,Doug Glanville,2001,BS,328,Phillies,7,0,4,1,0,10,2,1,1,1,140,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,5,5,2
Kevin,Jordan,Kevin Jordan,2001,BS,330,Phillies,5,0,5,1,0,9,0,2,1,2,10,10,R,2B,3,3B,2,NULL,NULL,NULL,NULL,6,5,2
Travis,Lee,Travis Lee,2001,BS,331,Phillies,8,1,3,1,7,4,1,2,0,1,150,15,L,LFRF,2,1B,0,NULL,NULL,NULL,NULL,5,4,2
Mike,Lieberthal,Mike Lieberthal,2001,BS,332,Phillies,8,0,1,3,4,6,0,4,0,2,270,15,R,C,7,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
Scott,Rolen,Scott Rolen,2001,BS,335,Phillies,8,1,0,2,3,5,1,3,1,4,390,15,R,3B,3,NULL,NULL,NULL,NULL,NULL,NULL,3,9,1
Kevin,Sefcik,Kevin Sefcik,2001,BS,336,Phillies,6,0,3,1,5,7,2,1,1,0,20,20,R,CF,2,LFRF,1,NULL,NULL,NULL,NULL,4,4,2
Mike,Benjamin,Mike Benjamin,2001,BS,339,Pirates,6,1,1,1,1,9,1,5,1,0,110,20,R,2B,3,SS,3,3B,2,NULL,NULL,3,7,3
Adrian,Brown,Adrian Brown,2001,BS,341,Pirates,8,0,4,0,3,8,2,1,1,1,230,20,S,OF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
Brian,Giles,Brian Giles,2001,BS,342,Pirates,10,0,2,1,7,5,0,2,0,3,510,15,L,CF,2,LFRF,1,NULL,NULL,NULL,NULL,3,5,2
Jason,Kendall,Jason Kendall,2001,BS,343,Pirates,10,0,3,1,5,7,1,2,0,1,420,20,R,C,4,NULL,NULL,NULL,NULL,NULL,NULL,4,4,1
Pat,Meares,Pat Meares,2001,BS,344,Pirates,6,1,1,1,3,8,0,2,1,3,100,10,R,SS,3,NULL,NULL,NULL,NULL,NULL,NULL,3,6,1
Warren,Morris,Warren Morris,2001,BS,345,Pirates,8,0,2,3,5,8,0,2,0,0,120,15,L,2B,3,NULL,NULL,NULL,NULL,NULL,NULL,5,2,1
Aramis,Ramirez,Aramis Ramirez,2001,BS,346,Pirates,7,0,2,2,1,9,0,4,1,1,100,10,R,3B,1,NULL,NULL,NULL,NULL,NULL,NULL,4,6,1
John,Vander Wal,John Vander Wal,2001,BS,350,Pirates,10,3,0,1,6,3,1,3,0,3,510,15,L,LFRF,1,NULL,NULL,NULL,NULL,NULL,NULL,4,7,1
Kevin,Young,Kevin Young,2001,BS,352,Pirates,7,2,0,3,3,6,1,2,0,3,140,15,R,1B,0,NULL,NULL,NULL,NULL,NULL,NULL,5,6,1
Bret,Boone,Bret Boone,2001,BS,354,Padres,7,2,0,2,5,6,1,1,0,3,160,15,R,2B,2,NULL,NULL,NULL,NULL,NULL,NULL,4,5,1
